county_desc,precinct_abbrv,precinct_desc,reg_total,reg_active,reg_inactive,party_dem,party_rep,party_unaf,party_lib,party_other,race_white,race_black,race_asian,race_aian,eth_hispanic,gender_male,gender_female,age_18_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75plus,total_votes_g2024,total_votes_g2020,total_votes_g2018,turnout_rate_g2024,turnout_rate_g2020,turnout_rate_g2018,pop_total,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two_more,pop_hispanic,pop_white_nonhisp,vap_total,vap_white,vap_black,vap_aian,vap_asian,vap_hispanic,vap_white_nonhisp,pop_nonwhite,pct_white,pct_black,pct_hispanic,pct_asian,pct_nonwhite,vap_pct,pop_18_24,est_vap_youth,pop_25_34,pop_35_44,pop_45_54,pop_55_64,pop_65_74,pop_75plus,pct_18_24,pct_65plus,tv_18_24_p2026,tv_25_34_p2026,tv_35_44_p2026,tv_45_54_p2026,tv_55_64_p2026,tv_65_74_p2026,tv_75plus_p2026,tv_total_p2026,tv_18_24_g2025,tv_25_34_g2025,tv_35_44_g2025,tv_45_54_g2025,tv_55_64_g2025,tv_65_74_g2025,tv_75plus_g2025,tv_total_g2025,tv_18_24_g2024,tv_25_34_g2024,tv_35_44_g2024,tv_45_54_g2024,tv_55_64_g2024,tv_65_74_g2024,tv_75plus_g2024,tv_total_g2024,tv_18_24_g2018,tv_25_34_g2018,tv_35_44_g2018,tv_45_54_g2018,tv_55_64_g2018,tv_65_74_g2018,tv_75plus_g2018,tv_total_g2018,v_trump_2024,v_harris_2024,v_stein_gov_2024,v_robinson_gov_2024,two_pty_2024,precinct_rep_pct,precinct_dem_pct,precinct_margin,competitiveness,winner_2024,youth_dem_pct_raw,youth_rep_pct_raw,youth_dem_pct,youth_rep_pct,overall_turnout_2024,youth_turnout_2024,youth_share_2024,youth_turnout_gap,youth_turnout_2018
MECKLENBURG,032,PCT 032,2233.0,2056,177,370,758,918,10,0,2063,15,33,4,17,1048,1104,280,310,375,398,362,303,205,1841,1690,1315,0.8954,0.822,0.6396,2636.0,2434.0,14.0,5.0,53.0,1.0,1.0,128.0,64.0,2419.0,1875.0,1764.0,8.0,4.0,23.0,48.0,1749.0,202.0,0.9234,0.0053,0.0243,0.0201,0.0766,0.7113,364.5535034534145,310.0,141.45134564575332,256.12517197592047,416.4616691112376,340.37594366271145,160.82638458245341,78.842011173626,0.1489,0.0979,12,8,20,51,81,99,78,349,22,37,119,169,187,184,116,834,196,184,347,380,328,258,148,1841,81,141,283,322,264,180,44,1315,873.0,969.0,1293.0,419.0,1842.0,0.4739413680781759,0.5260586319218241,-0.05211726384364823,competitive,Harris,0.5260586319218241,0.4739413680781759,0.5704234527687296,0.42957654723127037,0.8954,0.7,0.1065,-0.1954,0.2893
MECKLENBURG,033,PCT 033,2280.0,1813,467,765,241,795,7,5,1091,618,46,9,186,1021,1004,163,534,506,357,334,241,145,1390,1349,855,0.7667,0.7441,0.4716,5024.0,1723.0,1194.0,50.0,201.0,7.0,1426.0,423.0,2019.0,1468.0,3742.0,1421.0,902.0,31.0,139.0,1348.0,1260.0,3301.0,0.343,0.2377,0.4019,0.04,0.657,0.7448,369.81503441953623,314.0,1038.6059911902132,1326.111843979784,686.0319554227955,507.1683213784896,150.25292639478536,48.44576974918522,0.065,0.0349,7,44,63,50,74,73,47,358,7,86,92,89,89,91,45,499,87,325,289,235,205,160,89,1390,60,205,163,160,146,88,33,855,360.0,1018.0,1103.0,242.0,1378.0,0.2612481857764877,0.7387518142235123,-0.47750362844702465,safe,Harris,0.7387518142235123,0.2612481857764877,0.655500725689405,0.34449927431059507,0.7667,0.5337,0.0626,-0.233,0.3681
MECKLENBURG,034,PCT 034,3336.0,2735,601,1064,421,1232,18,0,1924,766,73,5,214,1425,1614,196,878,886,515,434,283,144,2247,1984,1193,0.8216,0.7254,0.4362,4766.0,2342.0,1276.0,34.0,212.0,0.0,415.0,487.0,881.0,2186.0,3801.0,2071.0,926.0,20.0,170.0,600.0,1961.0,2424.0,0.4914,0.2677,0.1849,0.0445,0.5086,0.7975,580.0587708320801,493.0,706.7048665292401,850.6869939674384,895.975892959538,513.7398596133094,320.92530161656566,256.2517813948037,0.1082,0.1076,10,85,111,80,75,78,34,473,13,163,161,125,115,99,39,715,112,656,556,342,308,190,83,2247,106,283,270,227,174,105,28,1193,585.0,1575.0,1693.0,399.0,2160.0,0.2708333333333333,0.7291666666666666,-0.4583333333333333,safe,Harris,0.7291666666666666,0.2708333333333333,0.6516666666666666,0.34833333333333333,0.8216,0.5714,0.0498,-0.2502,0.5408
MECKLENBURG,035,PCT 035,2362.0,2085,277,567,483,1030,3,2,1722,265,79,3,72,977,1195,220,473,553,468,325,181,142,1801,1540,1007,0.8638,0.7386,0.483,2553.0,2010.0,209.0,9.0,98.0,1.0,52.0,174.0,172.0,1987.0,1846.0,1443.0,175.0,7.0,81.0,114.0,1428.0,543.0,0.7873,0.0819,0.0674,0.0384,0.2127,0.7231,72.9331416493511,62.0,406.81139762787546,533.4209757717332,486.63888762737764,275.96120670079995,95.53074711338667,108.67643649450663,0.0262,0.0733,17,34,50,79,76,70,49,375,27,66,141,168,138,90,54,684,137,367,430,383,255,136,93,1801,58,201,278,213,132,102,23,1007,637.0,1173.0,1325.0,393.0,1810.0,0.3519337016574586,0.6480662983425415,-0.2961325966850829,safe,Harris,0.6480662983425415,0.3519337016574586,0.6192265193370166,0.38077348066298344,0.8638,0.6227,0.0761,-0.2411,0.2636
MECKLENBURG,036,PCT 036,2791.0,2493,298,690,731,1057,15,0,2376,159,43,5,65,1207,1461,220,393,525,453,407,377,416,2193,2025,1526,0.8797,0.8123,0.6121,3576.0,2941.0,217.0,1.0,157.0,1.0,83.0,176.0,138.0,2923.0,2795.0,2300.0,177.0,1.0,126.0,107.0,2286.0,635.0,0.8224,0.0607,0.0386,0.0439,0.1776,0.7816,110.24252985185065,94.0,735.226842430191,717.5181771025561,696.688246848996,445.80951177492125,413.0378484558341,390.5229081595354,0.0243,0.1774,9,24,65,70,107,141,137,553,12,59,162,193,222,203,154,1005,134,283,440,387,354,299,296,2193,52,229,314,281,291,236,123,1526,886.0,1287.0,1512.0,524.0,2173.0,0.407731247123792,0.5922687528762081,-0.18453750575241606,lean,Harris,0.5922687528762081,0.407731247123792,0.5969075011504832,0.4030924988495168,0.8797,0.6091,0.0611,-0.2706,0.2364
MECKLENBURG,037,PCT 037,2479.0,2064,414,590,560,905,7,2,2064,102,56,4,100,1122,1198,84,942,636,241,203,230,143,1880,1617,996,0.9109,0.7834,0.4826,2933.0,2406.0,94.0,12.0,90.0,1.0,86.0,244.0,217.0,2369.0,2619.0,2201.0,90.0,9.0,88.0,164.0,2169.0,527.0,0.8203,0.032,0.074,0.0307,0.1797,0.8929,98.49192027828784,84.0,951.4613653856454,344.23966466132146,222.62925529771098,169.52243467156333,25.0394963617742,19.531416640062048,0.046,0.0208,5,67,91,44,40,64,50,361,7,165,150,73,83,98,51,627,96,765,389,178,182,175,95,1880,125,293,150,123,176,82,47,996,763.0,1148.0,1322.0,466.0,1911.0,0.3992673992673993,0.6007326007326007,-0.20146520146520142,safe,Harris,0.6007326007326007,0.3992673992673993,0.6002930402930403,0.3997069597069597,0.9109,1.1429,0.0511,0.232,1.4881
MECKLENBURG,038,PCT 038,2563.0,1869,694,640,335,872,20,2,1567,516,54,5,191,1162,1182,124,843,659,311,267,210,149,1548,1386,835,0.8283,0.7416,0.4468,3975.0,2217.0,764.0,45.0,106.0,6.0,485.0,352.0,912.0,2037.0,3269.0,1935.0,623.0,37.0,95.0,622.0,1821.0,1758.0,0.5577,0.1922,0.2294,0.0267,0.4423,0.8224,463.7568072963615,394.0,931.9359749219414,668.8188942198868,236.88536721029112,426.2716305236224,224.76827774791894,70.60078169610658,0.1249,0.0795,6,62,51,42,54,45,46,306,8,121,118,66,76,67,53,509,98,515,334,185,175,159,82,1548,88,225,150,128,125,87,32,835,488.0,1044.0,1161.0,305.0,1532.0,0.3185378590078329,0.6814621409921671,-0.3629242819843342,safe,Harris,0.6814621409921671,0.3185378590078329,0.6325848563968668,0.36741514360313315,0.8283,0.7903,0.0633,-0.038,0.7097
MECKLENBURG,039,PCT 039,3438.0,2795,643,1593,153,1036,10,3,335,2297,75,13,168,1118,1772,423,854,752,447,427,317,218,1750,1697,880,0.6261,0.6072,0.3148,4988.0,303.0,3650.0,73.0,202.0,2.0,537.0,221.0,739.0,232.0,3290.0,251.0,2406.0,42.0,121.0,456.0,211.0,4685.0,0.0607,0.7318,0.1482,0.0405,0.9393,0.6596,473.6383822998806,403.0,745.6707362934752,724.0561690913569,497.8104158097757,483.0738142279233,507.53133579522085,388.7672200694163,0.0847,0.1602,9,30,32,31,52,95,70,319,11,46,48,51,59,89,61,365,149,378,346,257,259,224,137,1750,83,146,141,152,187,117,54,880,194.0,1505.0,1504.0,149.0,1699.0,0.11418481459682166,0.8858151854031784,-0.7716303708063568,safe,Harris,0.8858151854031784,0.11418481459682166,0.7143260741612714,0.28567392583872864,0.6261,0.3522,0.0851,-0.2739,0.1962
MECKLENBURG,040,PCT 040,2954.0,2295,659,1228,147,902,17,1,341,1810,110,12,169,1113,1391,320,590,596,466,453,354,175,1469,1467,830,0.6401,0.6392,0.3617,4819.0,558.0,3138.0,18.0,377.0,0.0,443.0,285.0,678.0,477.0,3500.0,477.0,2267.0,16.0,264.0,436.0,425.0,4261.0,0.1158,0.6512,0.1407,0.0782,0.8842,0.7263,259.1015333570879,220.0,484.1129223723201,492.3990192657695,369.5018388224447,385.2398143723558,224.0458769654994,115.17404106126467,0.0785,0.1027,7,27,30,24,54,80,43,265,6,31,35,38,71,87,41,309,125,241,253,226,289,226,109,1469,59,127,135,167,194,119,29,830,230.0,1246.0,1251.0,196.0,1476.0,0.15582655826558264,0.8441734417344173,-0.6883468834688347,safe,Harris,0.8441734417344173,0.15582655826558264,0.6976693766937669,0.30233062330623306,0.6401,0.3906,0.0851,-0.2495,0.1844
MECKLENBURG,041,PCT 041,2879.0,2271,608,1315,156,795,4,1,274,1872,116,13,154,1101,1379,341,604,526,460,422,327,199,1592,1545,859,0.701,0.6803,0.3782,4724.0,508.0,3115.0,49.0,354.0,7.0,439.0,252.0,640.0,438.0,3445.0,439.0,2295.0,42.0,231.0,404.0,398.0,4216.0,0.1075,0.6594,0.1355,0.0749,0.8925,0.7293,515.9597352266088,439.0,816.8918172527867,1001.4016788844056,518.9840483340166,806.9862906082666,441.91993846282236,321.50732141284647,0.0848,0.1254,10,25,30,39,58,76,37,275,11,42,51,50,61,69,46,330,117,290,280,271,297,213,124,1592,52,127,153,183,190,106,48,859,212.0,1343.0,1354.0,176.0,1555.0,0.13633440514469453,0.8636655948553055,-0.727331189710611,safe,Harris,0.8636655948553055,0.13633440514469453,0.7054662379421222,0.2945337620578778,0.701,0.3431,0.0735,-0.3579,0.1525
MECKLENBURG,042,PCT 042,2914.0,2400,514,1576,78,736,9,1,141,2141,34,5,197,1079,1457,339,555,494,382,412,354,378,1708,1641,1055,0.7117,0.6838,0.4396,4555.0,245.0,2988.0,28.0,74.0,4.0,903.0,313.0,1222.0,181.0,3356.0,180.0,2326.0,15.0,59.0,744.0,145.0,4310.0,0.0538,0.656,0.2683,0.0162,0.9462,0.7368,326.75354223288195,278.0,294.0145360546989,711.3426455321046,466.0642063785978,308.0796386493308,392.39218744981446,254.99705986568557,0.0835,0.1655,11,25,42,41,76,125,178,498,14,29,38,55,88,127,159,510,151,249,253,237,301,254,263,1708,44,130,134,174,222,261,90,1055,116.0,1540.0,1557.0,99.0,1656.0,0.07004830917874397,0.9299516908212561,-0.8599033816425121,safe,Harris,0.9299516908212561,0.07004830917874397,0.7319806763285024,0.26801932367149756,0.7117,0.4454,0.0884,-0.2663,0.1298
MECKLENBURG,043,PCT 043,3221.0,2564,657,1380,214,954,14,2,643,1617,100,11,376,1276,1535,358,735,661,470,430,371,196,1920,1825,1021,0.7488,0.7118,0.3982,6195.0,1034.0,2953.0,35.0,301.0,4.0,1255.0,613.0,2055.0,766.0,4560.0,848.0,2271.0,30.0,212.0,1315.0,678.0,5161.0,0.1669,0.4767,0.3317,0.0486,0.8331,0.7361,761.5591431692795,647.0,1021.238494390551,1455.9791370168396,514.9950145554196,512.5000326663946,351.4322664461495,171.28413178763756,0.1268,0.087,15,56,85,68,75,107,62,468,15,65,122,75,77,110,57,521,161,412,369,291,301,272,114,1920,80,197,194,171,210,138,31,1021,320.0,1589.0,1624.0,249.0,1909.0,0.1676270298585647,0.8323729701414353,-0.6647459402828706,safe,Harris,0.8323729701414353,0.1676270298585647,0.6929491880565741,0.30705081194342587,0.7488,0.4497,0.0839,-0.2991,0.2235
MECKLENBURG,044,PCT 044,2032.0,1732,300,674,269,774,13,2,1565,192,46,4,55,950,934,78,390,664,328,258,196,118,1584,1438,987,0.9145,0.8303,0.5699,2201.0,1677.0,247.0,4.0,55.0,4.0,88.0,126.0,155.0,1654.0,1827.0,1433.0,187.0,4.0,38.0,108.0,1415.0,524.0,0.7619,0.1122,0.0704,0.025,0.2381,0.8301,171.13488691040524,145.0,836.1449390659988,515.8068264719532,365.5931430739528,228.09086126301014,265.1889760253875,118.75378075888509,0.0601,0.1348,6,50,116,86,76,91,51,476,10,89,174,138,109,108,42,670,64,384,439,279,190,155,73,1584,60,280,227,158,140,93,29,987,357.0,1203.0,1312.0,197.0,1560.0,0.22884615384615384,0.7711538461538462,-0.5423076923076924,safe,Harris,0.7711538461538462,0.22884615384615384,0.6684615384615384,0.33153846153846156,0.9145,0.8205,0.0404,-0.094,0.7692
MECKLENBURG,045,PCT 045,2106.0,1724,382,744,237,729,13,1,863,515,179,8,265,887,996,201,442,494,283,276,236,174,1424,1292,753,0.826,0.7494,0.4368,3961.0,1282.0,1057.0,58.0,427.0,4.0,788.0,345.0,1180.0,1166.0,3093.0,1119.0,816.0,44.0,336.0,793.0,1048.0,2679.0,0.3237,0.2669,0.2979,0.1078,0.6763,0.7809,326.4681543234437,277.0,780.9057217585256,619.0305868883619,403.36404010628513,432.78049697491934,440.74919077901785,147.53112636901662,0.0795,0.1432,18,53,76,48,51,64,33,343,10,95,114,55,64,74,29,441,101,338,305,192,210,175,103,1424,63,185,122,118,126,102,37,753,419.0,1028.0,1101.0,303.0,1447.0,0.2895646164478231,0.710435383552177,-0.42087076710435384,safe,Harris,0.710435383552177,0.2895646164478231,0.6441741534208707,0.35582584657912925,0.826,0.5025,0.0709,-0.3235,0.3134
MECKLENBURG,046,PCT 046,3087.0,2424,663,978,295,1131,17,3,1721,766,55,5,190,1339,1422,195,871,879,490,337,204,111,1982,1832,1106,0.8177,0.7558,0.4563,5061.0,2242.0,1372.0,45.0,201.0,5.0,815.0,381.0,1095.0,2186.0,3958.0,1935.0,1030.0,34.0,151.0,724.0,1891.0,2819.0,0.443,0.2711,0.2164,0.0397,0.557,0.7821,571.6369921870669,486.0,1422.2769562621227,1148.9380653747328,826.2747187714212,423.3211489905153,139.3817024272218,49.69094428652892,0.0971,0.0321,11,76,109,90,72,61,38,457,14,138,163,132,103,76,35,661,104,614,506,306,251,139,62,1982,101,307,249,202,133,92,22,1106,474.0,1503.0,1594.0,316.0,1977.0,0.23975720789074356,0.7602427921092565,-0.520485584218513,safe,Harris,0.7602427921092565,0.23975720789074356,0.6640971168437027,0.3359028831562974,0.8177,0.5333,0.0525,-0.2844,0.5179
MECKLENBURG,047,PCT 047,3235.0,2844,391,789,788,1251,13,3,2549,341,64,8,74,1367,1731,362,476,479,555,500,353,510,2479,2199,1576,0.8717,0.7732,0.5541,4072.0,3237.0,388.0,5.0,150.0,4.0,85.0,203.0,193.0,3190.0,3142.0,2536.0,304.0,5.0,109.0,149.0,2497.0,835.0,0.7949,0.0953,0.0474,0.0368,0.2051,0.7716,375.75747014814937,319.0,731.773157569809,330.48182289744386,532.311753151004,366.19048822507875,384.9621515441659,406.4770918404646,0.0973,0.2049,17,24,38,57,109,112,178,535,26,57,119,176,223,188,215,1004,242,259,407,463,429,301,378,2479,81,162,335,331,273,259,135,1576,961.0,1540.0,1815.0,554.0,2501.0,0.38424630147940825,0.6157536985205918,-0.23150739704118356,safe,Harris,0.6157536985205918,0.38424630147940825,0.6063014794082368,0.3936985205917633,0.8717,0.6685,0.0976,-0.2032,0.2238
MECKLENBURG,048,PCT 048,2215.0,2053,162,375,731,940,6,1,1953,50,59,4,25,1050,1084,352,265,270,445,449,254,180,1800,1657,1246,0.8768,0.8071,0.6069,2675.0,2361.0,54.0,5.0,103.0,0.0,13.0,139.0,72.0,2345.0,1847.0,1658.0,43.0,5.0,70.0,38.0,1652.0,314.0,0.8826,0.0202,0.0269,0.0385,0.1174,0.6905,227.03876170402458,193.0,31.949735759208053,278.4495176765398,746.9956114638399,322.99461566479647,257.12553503918684,119.44088275299471,0.0738,0.1224,21,6,13,57,104,107,65,373,31,20,99,207,213,158,87,815,230,123,283,450,368,216,130,1800,71,99,293,345,247,138,53,1246,865.0,942.0,1179.0,483.0,1807.0,0.478693967902601,0.521306032097399,-0.042612064194798016,tossup,Harris,0.521306032097399,0.478693967902601,0.5685224128389597,0.4314775871610404,0.8768,0.6534,0.1278,-0.2234,0.2017
MECKLENBURG,049,PCT 049,3638.0,2916,722,840,702,1353,18,3,2902,288,63,10,133,1521,1870,264,1333,784,456,416,211,174,2661,2168,1331,0.9126,0.7435,0.4564,3717.0,3066.0,232.0,6.0,125.0,0.0,104.0,184.0,206.0,3017.0,3085.0,2548.0,185.0,4.0,114.0,169.0,2505.0,651.0,0.8249,0.0624,0.0554,0.0336,0.1751,0.83,390.2307594314382,332.0,1038.8122689544743,690.3457864830964,480.5246056429208,281.39856365339233,141.6440192779816,104.552154247092,0.0916,0.0578,19,86,65,72,87,82,66,477,33,188,176,175,162,101,87,922,268,875,534,407,281,169,127,2661,166,274,273,284,166,115,53,1331,975.0,1712.0,1976.0,573.0,2687.0,0.36285820617789355,0.6371417938221065,-0.2742835876442129,safe,Harris,0.6371417938221065,0.36285820617789355,0.6148567175288426,0.3851432824711574,0.9126,1.0152,0.1007,0.1026,0.6288
MECKLENBURG,050,PCT 050,2122.0,1730,392,550,361,809,8,2,1517,226,25,2,174,943,1009,104,599,555,271,254,209,130,1491,1359,895,0.8618,0.7855,0.5173,3421.0,1881.0,421.0,47.0,79.0,0.0,538.0,455.0,1072.0,1734.0,2785.0,1619.0,346.0,41.0,72.0,767.0,1522.0,1540.0,0.5498,0.1231,0.3134,0.0231,0.4502,0.8141,51.57499443040888,44.0,815.5451367209862,666.5843464821044,239.54782060270352,312.1131658541911,137.5663858023693,163.42913844652452,0.0174,0.1014,6,40,69,49,63,78,38,343,9,123,158,92,100,100,45,627,61,471,330,208,186,157,78,1491,61,264,163,149,152,78,28,895,511.0,976.0,1085.0,330.0,1487.0,0.34364492266308005,0.65635507733692,-0.31271015467383995,safe,Harris,0.65635507733692,0.34364492266308005,0.622542030934768,0.377457969065232,0.8618,0.5865,0.0409,-0.2753,0.5865
MECKLENBURG,051,PCT 051,3202.0,2775,427,874,668,1219,13,1,2477,286,74,12,126,1291,1686,170,864,725,388,331,320,404,2354,2101,1408,0.8483,0.7571,0.5074,3813.0,2841.0,401.0,37.0,124.0,3.0,187.0,220.0,384.0,2779.0,3232.0,2446.0,354.0,35.0,106.0,294.0,2401.0,972.0,0.7451,0.1052,0.1007,0.0325,0.2549,0.8476,96.46193571784,82.0,678.6271566117885,449.3633970500351,333.963338295785,331.9492570399333,227.53500587223795,417.3532621624854,0.0335,0.2236,8,63,82,66,85,118,105,527,10,143,232,142,126,155,115,923,145,611,515,292,266,255,270,2354,114,309,257,213,228,148,139,1408,839.0,1505.0,1696.0,521.0,2344.0,0.35793515358361777,0.6420648464163823,-0.2841296928327645,safe,Harris,0.6420648464163823,0.35793515358361777,0.6168259385665529,0.3831740614334471,0.8483,0.8529,0.0616,0.0046,0.6706
MECKLENBURG,052,PCT 052,4436.0,3630,806,1759,484,1362,24,1,1676,2009,96,11,217,1856,2144,299,1912,799,388,425,325,288,2719,2025,1116,0.749,0.5579,0.3074,3684.0,337.0,2737.0,41.0,29.0,5.0,360.0,175.0,517.0,298.0,2886.0,293.0,2197.0,26.0,26.0,334.0,266.0,3347.0,0.0915,0.7429,0.1403,0.0079,0.9085,0.7834,599.3570219054465,509.0,1243.8412827762822,421.967156649244,567.8006314309987,644.3870065821895,244.69093822007062,404.9186902726819,0.1245,0.135,16,120,53,32,87,103,113,524,45,194,96,56,93,97,110,691,313,1093,373,230,274,229,207,2719,162,193,123,171,207,141,119,1116,648.0,1973.0,2082.0,445.0,2621.0,0.24723388019839757,0.7527661198016025,-0.5055322396032049,safe,Harris,0.7527661198016025,0.24723388019839757,0.661106447920641,0.338893552079359,0.749,1.0468,0.1151,0.2978,0.5418
MECKLENBURG,053,PCT 053,4504.0,3557,947,1952,181,1405,15,4,422,2847,103,9,295,1620,2109,549,1035,884,636,636,508,256,2207,2117,1153,0.6205,0.5952,0.3241,5616.0,532.0,3562.0,47.0,279.0,0.0,881.0,315.0,1174.0,465.0,4174.0,460.0,2715.0,30.0,206.0,754.0,417.0,5084.0,0.0947,0.6343,0.209,0.0497,0.9053,0.7432,452.0174105399307,384.0,1587.648953827896,618.6850011323276,826.6202576609206,1063.0302164621082,504.90700428101997,175.2564041127219,0.0675,0.1015,22,29,46,52,90,108,56,403,11,45,56,64,90,109,56,431,198,418,359,346,406,339,141,2207,87,173,189,217,295,155,37,1153,271.0,1914.0,1931.0,214.0,2185.0,0.12402745995423341,0.8759725400457666,-0.7519450800915333,safe,Harris,0.8759725400457666,0.12402745995423341,0.7103890160183066,0.2896109839816934,0.6205,0.3607,0.0897,-0.2598,0.1585
MECKLENBURG,054,PCT 054,3610.0,2843,767,1675,160,997,10,1,760,2136,35,8,130,1290,1847,246,880,863,490,467,389,275,2143,2074,1267,0.7538,0.7295,0.4457,4570.0,732.0,3349.0,19.0,66.0,3.0,209.0,192.0,305.0,697.0,3457.0,635.0,2479.0,19.0,58.0,188.0,620.0,3838.0,0.1602,0.7328,0.0667,0.0144,0.8398,0.7565,345.5628346776016,294.0,1069.607512452693,772.9159881316546,487.8859322625385,453.94156049801705,268.9221562880259,223.2109272746307,0.0793,0.1129,15,73,85,78,100,141,106,598,14,113,142,98,108,145,97,717,130,524,459,276,283,292,179,2143,98,291,201,181,243,173,80,1267,251.0,1839.0,1883.0,170.0,2090.0,0.12009569377990431,0.8799043062200957,-0.7598086124401915,safe,Harris,0.8799043062200957,0.12009569377990431,0.7119617224880384,0.2880382775119617,0.7538,0.5285,0.0607,-0.2253,0.3984
MECKLENBURG,055,PCT 055,1831.0,1496,334,942,56,483,15,0,125,1302,24,4,76,683,882,194,319,327,281,253,287,170,1030,1012,634,0.6885,0.6765,0.4238,2593.0,125.0,2059.0,14.0,48.0,3.0,225.0,119.0,310.0,103.0,1974.0,112.0,1617.0,5.0,27.0,183.0,94.0,2468.0,0.0482,0.7941,0.1196,0.0185,0.9518,0.7613,140.81193421686748,120.0,271.5543016976898,247.2752288333657,193.30358161219624,433.8547858925998,252.96452559309404,254.74465842450562,0.0721,0.2601,3,19,26,27,46,102,67,290,2,27,41,32,53,109,59,323,68,156,180,158,161,201,106,1030,34,92,87,96,167,105,53,634,73.0,937.0,941.0,74.0,1010.0,0.07227722772277227,0.9277227722772278,-0.8554455445544555,safe,Harris,0.9277227722772278,0.07227722772277227,0.7310891089108911,0.2689108910891089,0.6885,0.3505,0.066,-0.338,0.1753
MECKLENBURG,056,PCT 056,2295.0,1796,499,1007,77,705,6,1,239,1456,62,9,84,898,1001,224,492,441,326,343,291,178,1117,1041,629,0.6219,0.5796,0.3502,2918.0,178.0,2392.0,6.0,92.0,0.0,131.0,119.0,218.0,161.0,2100.0,156.0,1717.0,6.0,68.0,126.0,141.0,2740.0,0.061,0.8197,0.0747,0.0315,0.939,0.7197,158.02003077405254,134.0,328.5495816451861,545.604184268284,361.7975368332223,423.34896092591504,214.95256752983522,119.23763359015346,0.0545,0.1152,6,26,23,27,40,51,49,222,6,52,38,30,41,56,48,271,87,239,202,140,188,160,101,1117,47,86,106,105,142,98,45,629,111.0,983.0,983.0,94.0,1094.0,0.10146252285191956,0.8985374771480804,-0.7970749542961608,safe,Harris,0.8985374771480804,0.10146252285191956,0.7194149908592322,0.28058500914076784,0.6219,0.3884,0.0779,-0.2335,0.2098
MECKLENBURG,057,PCT 057,2808.0,2528,280,738,700,1072,17,1,2304,201,44,4,78,1140,1534,116,412,458,324,297,345,856,2248,1998,1505,0.8892,0.7903,0.5953,3035.0,2451.0,239.0,11.0,110.0,1.0,39.0,184.0,141.0,2424.0,2525.0,2054.0,230.0,9.0,90.0,107.0,2030.0,584.0,0.8076,0.0787,0.0465,0.0362,0.1924,0.832,145.82342013253515,124.0,497.42771712774737,350.40531810611384,337.5372989698478,193.0672335403695,420.15801978199875,642.2543421696782,0.0453,0.3301,6,33,65,63,71,122,272,632,10,102,143,133,123,169,323,1003,89,372,319,278,245,303,642,2248,56,190,209,181,219,314,336,1505,879.0,1330.0,1575.0,521.0,2209.0,0.3979176097781802,0.6020823902218199,-0.20416478044363967,safe,Harris,0.6020823902218199,0.3979176097781802,0.600832956088728,0.3991670439112721,0.8892,0.7672,0.0396,-0.122,0.4828
MECKLENBURG,058,PCT 058,2524.0,2102,422,676,469,939,17,1,1804,256,83,4,161,1061,1289,133,673,699,354,305,203,157,1910,1704,1005,0.9087,0.8107,0.4781,3705.0,2306.0,425.0,21.0,251.0,0.0,398.0,304.0,654.0,2215.0,3010.0,1995.0,300.0,15.0,208.0,459.0,1938.0,1399.0,0.6224,0.1147,0.1765,0.0677,0.3776,0.8124,393.5323602428224,335.0,1059.0362723234682,742.0214083011167,542.9522406753802,411.8114599657958,334.724378325205,184.27742342163185,0.0776,0.1024,14,59,81,55,76,68,56,409,11,126,162,97,105,86,62,649,87,618,437,266,219,175,108,1910,85,273,202,161,138,105,41,1005,755.0,1144.0,1302.0,479.0,1899.0,0.39757767245918907,0.6024223275408109,-0.20484465508162186,safe,Harris,0.6024223275408109,0.39757767245918907,0.6009689310163244,0.39903106898367563,0.9087,0.6541,0.0455,-0.2546,0.6391
MECKLENBURG,059,PCT 059,1400.0,1201,199,402,304,487,8,0,1089,79,41,0,96,617,697,74,355,377,150,158,161,125,1075,1026,667,0.8951,0.8543,0.5554,2531.0,1417.0,103.0,55.0,73.0,0.0,441.0,442.0,946.0,1308.0,1931.0,1177.0,75.0,40.0,62.0,625.0,1106.0,1114.0,0.5599,0.0407,0.3738,0.0288,0.4401,0.7629,108.18485533450236,92.0,515.3529593879836,304.4621058860594,179.6738564906316,194.16621052742065,192.63657911029603,107.31323899386075,0.0502,0.1393,4,38,47,29,43,62,29,252,3,102,118,57,61,79,34,454,44,325,250,120,124,134,78,1075,49,176,111,101,121,65,44,667,402.0,665.0,748.0,255.0,1067.0,0.3767572633552015,0.6232427366447985,-0.24648547328959697,safe,Harris,0.6232427366447985,0.3767572633552015,0.6092970946579194,0.39070290534208063,0.8951,0.5946,0.0409,-0.3005,0.6622
