GEOID,NAME,STATE,COUNTY,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,C_TOT24,CTOTMOE,C_NHS24,CNHSMOE,C_AMI24,CAMIMOE,C_ASI24,CASIMOE,C_BLA24,CBLAMOE,C_NHP24,CNHPMOE,C_WHT24,CWHTMOE,C_AIW24,CAIWMOE,C_ASW24,CASWMOE,C_BLW24,CBLWMOE,C_AIB24,CAIBMOE,C_2OM24,C2OMMOE,C_HSP24,CHSPMOE,C_AIA24,CAIAMOE,C_ASN24,CASNMOE,C_BLK24,CBLKMOE,CVAP_TOT24,CVAPTOTMOE,CVAP_NHS24,CVAPNHSMOE,CVAP_AMI24,CVAPAMIMOE,CVAP_ASI24,CVAPASIMOE,CVAP_BLA24,CVAPBLAMOE,CVAP_NHP24,CVAPNHPMOE,CVAP_WHT24,CVAPWHTMOE,CVAP_AIW24,CVAPAIWMOE,CVAP_ASW24,CVAPASWMOE,CVAP_BLW24,CVAPBLWMOE,CVAP_AIB24,CVAPAIBMOE,CVAP_2OM24,CVAP2OMMOE,CVAP_HSP24,CVAPHSPMOE,CVAP_AIA24,CVAPAIAMOE,CVAP_ASN24,CVAPASNMOE,CVAP_BLK24,CVAPBLKMOE
370779706071,"Block Group 1, Census Tract 9706.07, Granville County, North Carolina",North Carolina,Granville County,37,077,970607,1,1817,516,1641,511,0,14,26,40,904,477,70,110,584,237,0,14,0,14,0,14,0,14,57,93,176,228,0,24.25,26,42.38,904,477.41,1464,428,1329,429,0,14,28,40,783,432,68,110,450,167,0,14,0,14,0,14,0,14,0,14,135,171,0,24.25,28,42.38,783,432.45
370779706072,"Block Group 2, Census Tract 9706.07, Granville County, North Carolina",North Carolina,Granville County,37,077,970607,2,1648,443,1546,428,19,23,14,27,729,333,0,14,739,263,15,27,21,36,9,16,0,14,0,14,102,106,34,38.13,35,45.0,738,333.68,1288,362,1219,356,19,23,11,27,593,279,0,14,586,176,0,14,0,14,10,16,0,14,0,14,69,65,19,30.35,11,30.41,603,279.81
370779706073,"Block Group 3, Census Tract 9706.07, Granville County, North Carolina",North Carolina,Granville County,37,077,970607,3,1324,388,926,329,0,14,0,14,145,155,0,14,727,309,7,13,0,14,47,46,0,14,0,14,398,184,7,23.69,0,19.8,192,162.29,918,285,740,246,0,14,0,14,125,134,0,14,565,222,4,13,0,14,46,46,0,14,0,14,178,139,4,23.69,0,19.8,171,142.37
370779707011,"Block Group 1, Census Tract 9707.01, Granville County, North Carolina",North Carolina,Granville County,37,077,970701,1,965,300,947,301,0,14,0,14,78,64,0,14,869,298,0,14,0,14,0,14,0,14,0,14,18,21,0,24.25,0,19.8,78,66.99,736,216,727,217,0,14,0,14,77,64,0,14,650,208,0,14,0,14,0,14,0,14,0,14,9,8,0,24.25,0,19.8,77,66.99
370779707012,"Block Group 2, Census Tract 9707.01, Granville County, North Carolina",North Carolina,Granville County,37,077,970701,2,1338,360,1297,369,0,14,0,14,57,88,0,14,1240,369,0,14,0,14,0,14,0,14,0,14,41,44,0,24.25,0,19.8,57,90.2,1128,316,1108,323,0,14,0,14,61,88,0,14,1047,324,0,14,0,14,0,14,0,14,0,14,20,34,0,24.25,0,19.8,61,90.2
370779707013,"Block Group 3, Census Tract 9707.01, Granville County, North Carolina",North Carolina,Granville County,37,077,970701,3,2273,600,2059,598,0,14,7,17,510,292,0,14,1474,531,6,9,0,14,31,45,31,55,0,14,214,152,37,57.46,7,22.02,572,300.52,1546,376,1502,372,0,14,9,17,341,166,0,14,1122,320,0,14,0,14,8,14,22,37,0,14,44,39,22,41.96,9,22.02,371,170.65
370779707014,"Block Group 4, Census Tract 9707.01, Granville County, North Carolina",North Carolina,Granville County,37,077,970701,4,699,244,643,235,0,14,0,14,63,77,0,14,515,224,65,66,0,14,0,14,0,14,0,14,56,82,65,68.91,0,19.8,63,79.5,599,217,570,215,0,14,0,14,60,77,0,14,490,212,20,25,0,14,0,14,0,14,0,14,29,53,20,31.89,0,19.8,60,79.5
370779707021,"Block Group 1, Census Tract 9707.02, Granville County, North Carolina",North Carolina,Granville County,37,077,970702,1,1021,343,793,304,0,14,0,14,431,198,0,14,305,148,0,14,7,10,41,48,0,14,9,16,228,131,0,24.25,7,17.2,472,204.22,707,241,638,232,0,14,0,14,333,148,0,14,297,145,0,14,0,14,0,14,8,10,0,14,69,53,8,22.18,0,19.8,341,149.0
370779707022,"Block Group 2, Census Tract 9707.02, Granville County, North Carolina",North Carolina,Granville County,37,077,970702,2,1080,239,1039,218,0,14,0,14,446,156,0,14,587,198,6,10,0,14,0,14,0,14,0,14,41,67,6,22.18,0,19.8,446,157.25,897,178,897,178,0,14,0,14,430,148,0,14,462,147,5,10,0,14,0,14,0,14,0,14,0,14,5,22.18,0,19.8,430,149.32
370779707031,"Block Group 1, Census Tract 9707.03, Granville County, North Carolina",North Carolina,Granville County,37,077,970703,1,1775,664,1704,640,11,13,30,65,807,327,0,14,828,420,19,33,0,14,9,9,0,14,0,14,71,60,30,38.13,30,66.49,816,327.42,1764,679,1692,655,8,13,31,65,794,336,0,14,830,420,21,33,0,14,8,9,0,14,0,14,72,60,29,38.13,31,66.49,802,336.41
370779707032,"Block Group 2, Census Tract 9707.03, Granville County, North Carolina",North Carolina,Granville County,37,077,970703,2,1894,567,1894,567,0,14,0,14,739,464,0,14,1127,363,7,11,0,14,21,33,0,14,0,14,0,14,7,22.65,0,19.8,760,465.38,1787,517,1787,517,0,14,0,14,710,446,0,14,1046,330,11,11,0,14,20,33,0,14,0,14,0,14,11,22.65,0,19.8,730,447.44
370779707033,"Block Group 3, Census Tract 9707.03, Granville County, North Carolina",North Carolina,Granville County,37,077,970703,3,899,280,378,215,0,14,0,14,34,53,0,14,344,206,0,14,0,14,0,14,0,14,0,14,521,226,0,24.25,0,19.8,34,56.58,381,169,298,148,0,14,0,14,35,53,0,14,257,140,0,14,0,14,0,14,0,14,6,9,83,84,0,24.25,0,19.8,35,56.58
370779707041,"Block Group 1, Census Tract 9707.04, Granville County, North Carolina",North Carolina,Granville County,37,077,970704,1,1114,114,936,96,17,23,0,14,404,61,0,14,497,74,11,17,0,14,7,17,0,14,0,14,178,71,28,31.84,0,19.8,411,64.85,1100,117,927,99,16,23,0,14,403,61,0,14,488,76,9,17,0,14,11,17,0,14,0,14,173,71,25,31.84,0,19.8,414,64.85
370799501011,"Block Group 1, Census Tract 9501.01, Greene County, North Carolina",North Carolina,Greene County,37,079,950101,1,1261,308,852,271,33,41,0,14,202,155,0,14,612,196,5,10,0,14,0,14,0,14,0,14,409,187,38,44.46,0,19.8,202,156.26,992,272,814,262,31,41,0,14,203,155,0,14,574,189,6,10,0,14,0,14,0,14,0,14,178,101,37,44.46,0,19.8,203,156.26
370799501012,"Block Group 2, Census Tract 9501.01, Greene County, North Carolina",North Carolina,Greene County,37,079,950101,2,724,243,676,214,0,14,0,14,249,123,0,14,427,185,0,14,0,14,0,14,0,14,0,14,48,67,0,24.25,0,19.8,249,124.58,561,183,520,156,0,14,0,14,252,123,0,14,268,111,0,14,0,14,0,14,0,14,0,14,41,66,0,24.25,0,19.8,252,124.58
370799501013,"Block Group 3, Census Tract 9501.01, Greene County, North Carolina",North Carolina,Greene County,37,079,950101,3,1511,330,1401,355,0,14,0,14,265,141,0,14,1117,325,0,14,0,14,19,28,0,14,0,14,110,148,0,24.25,0,19.8,284,144.43,1080,282,1080,282,0,14,0,14,218,120,0,14,843,236,0,14,0,14,19,28,0,14,0,14,0,14,0,24.25,0,19.8,237,124.02
370799501021,"Block Group 1, Census Tract 9501.02, Greene County, North Carolina",North Carolina,Greene County,37,079,950102,1,1015,319,1015,319,0,14,0,14,290,184,0,14,719,236,6,15,0,14,0,14,0,14,0,14,0,14,6,24.84,0,19.8,290,185.06,779,219,779,219,0,14,0,14,152,81,0,14,621,194,6,15,0,14,0,14,0,14,0,14,0,14,6,24.84,0,19.8,152,83.38
370799501022,"Block Group 2, Census Tract 9501.02, Greene County, North Carolina",North Carolina,Greene County,37,079,950102,2,2714,249,2513,241,90,46,4,7,1386,257,0,14,743,201,77,59,23,38,53,32,100,58,37,43,201,98,267,94.66,27,38.64,1539,265.4,2524,172,2358,181,89,46,4,7,1238,198,0,14,742,201,77,59,25,38,51,32,99,58,33,43,166,65,265,94.66,29,38.64,1388,208.79
370799501023,"Block Group 3, Census Tract 9501.02, Greene County, North Carolina",North Carolina,Greene County,37,079,950102,3,989,243,989,243,0,14,0,14,303,177,0,14,621,175,0,14,0,14,51,72,0,14,14,20,0,14,0,24.25,0,19.8,354,191.6,755,183,755,183,0,14,0,14,174,99,0,14,581,163,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,174,100.96
370799502001,"Block Group 1, Census Tract 9502, Greene County, North Carolina",North Carolina,Greene County,37,079,009502,1,1217,402,949,311,0,14,0,14,438,261,0,14,482,199,0,14,0,14,29,46,0,14,0,14,268,188,0,24.25,0,19.8,467,265.39,932,309,812,271,0,14,0,14,362,228,0,14,423,166,0,14,0,14,27,46,0,14,0,14,120,121,0,24.25,0,19.8,389,233.02
370799502002,"Block Group 2, Census Tract 9502, Greene County, North Carolina",North Carolina,Greene County,37,079,009502,2,1451,369,1345,373,0,14,0,14,471,277,0,14,799,351,0,14,0,14,0,14,42,79,33,52,106,111,42,81.44,0,19.8,513,288.39,1199,290,1112,301,0,14,0,14,440,266,0,14,645,221,0,14,0,14,0,14,15,21,12,20,87,93,15,28.86,0,19.8,455,267.19
370799502003,"Block Group 3, Census Tract 9502, Greene County, North Carolina",North Carolina,Greene County,37,079,009502,3,1440,452,1317,418,0,14,0,14,395,197,0,14,734,252,111,154,77,107,0,14,0,14,0,14,123,166,111,155.27,77,107.91,395,197.99,1141,356,1093,345,0,14,0,14,396,197,0,14,551,188,114,154,32,46,0,14,0,14,0,14,48,58,114,155.27,32,48.08,396,197.99
370799503011,"Block Group 1, Census Tract 9503.01, Greene County, North Carolina",North Carolina,Greene County,37,079,950301,1,1698,390,1337,387,0,14,0,14,479,222,0,14,858,277,0,14,0,14,0,14,0,14,0,14,361,111,0,24.25,0,19.8,479,222.88,1139,322,1070,319,0,14,0,14,322,162,0,14,748,233,0,14,0,14,0,14,0,14,0,14,69,45,0,24.25,0,19.8,322,163.21
370799503012,"Block Group 2, Census Tract 9503.01, Greene County, North Carolina",North Carolina,Greene County,37,079,950301,2,902,391,770,357,0,14,0,14,327,181,0,14,200,119,111,179,0,14,132,147,0,14,0,14,132,161,111,180.09,0,19.8,459,233.59,796,324,699,302,0,14,0,14,303,161,0,14,200,119,86,136,0,14,110,118,0,14,0,14,97,121,86,137.43,0,19.8,413,200.1
370799503013,"Block Group 3, Census Tract 9503.01, Greene County, North Carolina",North Carolina,Greene County,37,079,950301,3,1404,327,1235,292,28,43,0,14,519,202,0,14,668,196,11,14,0,14,0,14,0,14,9,18,169,113,39,47.34,0,19.8,519,202.97,1243,297,1100,266,19,31,0,14,457,189,0,14,593,176,10,14,5,7,0,14,0,14,16,18,143,103,29,36.78,5,15.65,457,190.03
370799503021,"Block Group 1, Census Tract 9503.02, Greene County, North Carolina",North Carolina,Greene County,37,079,950302,1,1842,424,1722,406,20,24,0,14,541,248,0,14,824,254,230,279,12,18,31,53,0,14,64,79,120,78,250,280.38,12,22.8,572,253.99,1381,351,1332,344,18,24,0,14,477,230,0,14,653,206,172,215,12,18,0,14,0,14,0,14,49,37,190,216.79,12,22.8,477,230.85
370799503022,"Block Group 2, Census Tract 9503.02, Greene County, North Carolina",North Carolina,Greene County,37,079,950302,2,1180,224,1151,217,0,14,0,14,576,180,0,14,552,142,0,14,0,14,8,10,0,14,15,24,29,29,0,24.25,0,19.8,584,180.82,967,175,956,174,0,14,0,14,481,137,0,14,475,118,0,14,0,14,0,14,0,14,0,14,11,13,0,24.25,0,19.8,481,138.42
370810101001,"Block Group 1, Census Tract 101, Guilford County, North Carolina",North Carolina,Guilford County,37,081,000101,1,1427,233,1144,254,5,9,0,14,823,230,0,14,288,158,0,14,0,14,28,41,0,14,0,14,283,168,5,21.75,0,19.8,851,234.04,1088,141,932,162,0,14,0,14,673,167,0,14,226,121,0,14,0,14,29,41,0,14,4,8,156,90,0,24.25,0,19.8,702,172.53
370810102001,"Block Group 1, Census Tract 102, Guilford County, North Carolina",North Carolina,Guilford County,37,081,000102,1,1306,528,1293,467,0,14,0,14,1184,457,0,14,93,93,0,14,0,14,0,14,16,23,0,14,13,114,16,30.35,0,19.8,1200,457.79,861,264,855,244,0,14,0,14,750,234,0,14,93,93,0,14,0,14,0,14,12,23,0,14,6,77,12,30.35,0,19.8,762,235.54
370810102002,"Block Group 2, Census Tract 102, Guilford County, North Carolina",North Carolina,Guilford County,37,081,000102,2,1705,1104,1597,1102,0,14,42,117,1104,1074,0,14,421,174,0,14,0,14,11,19,0,14,19,26,108,132,0,24.25,42,117.83,1115,1074.26,1161,567,1055,560,0,14,21,37,615,531,0,14,390,157,0,14,0,14,9,19,4,8,16,26,106,132,4,21.35,21,39.56,628,531.4
370810102003,"Block Group 3, Census Tract 102, Guilford County, North Carolina",North Carolina,Guilford County,37,081,000102,3,1095,408,1054,404,0,14,0,14,265,215,0,14,536,235,24,36,0,14,0,14,45,69,184,292,41,50,69,79.08,0,19.8,310,226.23,890,278,862,275,0,14,0,14,219,174,0,14,528,229,26,36,0,14,0,14,45,69,44,70,28,35,71,79.08,0,19.8,264,187.7
370810103001,"Block Group 1, Census Tract 103, Guilford County, North Carolina",North Carolina,Guilford County,37,081,000103,1,1851,363,1778,373,0,14,123,83,1098,329,0,14,513,147,19,25,10,10,11,17,0,14,4,7,73,90,19,31.89,133,83.6,1109,329.74,1249,212,1227,213,0,14,80,56,666,154,0,14,455,137,18,25,0,14,8,15,0,14,0,14,22,23,18,31.89,80,57.72,674,155.36
370810103002,"Block Group 2, Census Tract 103, Guilford County, North Carolina",North Carolina,Guilford County,37,081,000103,2,587,180,538,176,0,14,97,85,240,128,0,14,178,66,0,14,23,40,0,14,0,14,0,14,49,43,0,24.25,120,93.94,240,129.52,525,153,478,148,0,14,60,54,219,112,0,14,176,66,0,14,19,40,0,14,0,14,4,8,47,43,0,24.25,79,67.2,219,113.74
370810104011,"Block Group 1, Census Tract 104.01, Guilford County, North Carolina",North Carolina,Guilford County,37,081,010401,1,657,163,589,131,0,14,0,14,57,61,0,14,504,115,28,38,0,14,0,14,0,14,0,14,68,65,28,42.85,0,19.8,57,64.13,604,146,558,118,0,14,0,14,59,61,0,14,480,104,19,26,0,14,0,14,0,14,0,14,46,52,19,32.68,0,19.8,59,64.13
370810104012,"Block Group 2, Census Tract 104.01, Guilford County, North Carolina",North Carolina,Guilford County,37,081,010401,2,632,137,580,122,0,14,0,14,22,21,0,14,535,120,9,13,0,14,7,9,7,10,0,14,52,55,16,21.56,0,19.8,36,24.94,482,107,459,105,0,14,0,14,8,12,0,14,428,100,9,13,0,14,6,7,8,10,0,14,23,24,17,21.56,0,19.8,22,17.12
370810104031,"Block Group 1, Census Tract 104.03, Guilford County, North Carolina",North Carolina,Guilford County,37,081,010403,1,934,220,910,215,0,14,0,14,153,124,0,14,706,168,8,11,8,13,21,33,0,14,14,28,24,36,8,22.65,8,19.1,174,129.08,762,209,739,203,0,14,0,14,131,117,0,14,571,160,0,14,0,14,23,33,0,14,14,28,23,36,0,24.25,0,19.8,154,122.37
370810104032,"Block Group 2, Census Tract 104.03, Guilford County, North Carolina",North Carolina,Guilford County,37,081,010403,2,581,142,542,130,0,14,0,14,10,16,0,14,532,126,0,14,0,14,0,14,0,14,0,14,39,44,0,24.25,0,19.8,10,25.46,478,97,462,95,0,14,0,14,11,16,0,14,451,91,0,14,0,14,0,14,0,14,0,14,16,15,0,24.25,0,19.8,11,25.46
370810104041,"Block Group 1, Census Tract 104.04, Guilford County, North Carolina",North Carolina,Guilford County,37,081,010404,1,944,250,938,249,0,14,0,14,0,14,0,14,938,249,0,14,0,14,0,14,0,14,0,14,6,12,0,24.25,0,19.8,0,24.25,679,150,673,150,0,14,0,14,0,14,0,14,673,150,0,14,0,14,0,14,0,14,0,14,6,12,0,24.25,0,19.8,0,24.25
370810104042,"Block Group 2, Census Tract 104.04, Guilford County, North Carolina",North Carolina,Guilford County,37,081,010404,2,424,117,402,116,0,14,0,14,0,14,0,14,387,114,0,14,0,14,10,19,5,9,0,14,22,28,5,21.75,0,19.8,15,25.26,373,104,352,101,0,14,0,14,0,14,0,14,347,101,0,14,0,14,5,11,0,14,0,14,21,28,0,24.25,0,19.8,5,22.65
370810104043,"Block Group 3, Census Tract 104.04, Guilford County, North Carolina",North Carolina,Guilford County,37,081,010404,3,1250,622,1234,622,0,14,21,23,0,14,0,14,1213,623,0,14,0,14,0,14,0,14,0,14,16,28,0,24.25,21,26.93,0,24.25,975,411,955,409,0,14,23,23,0,14,0,14,932,411,0,14,0,14,0,14,0,14,0,14,20,28,0,24.25,23,26.93,0,24.25
370810105001,"Block Group 1, Census Tract 105, Guilford County, North Carolina",North Carolina,Guilford County,37,081,000105,1,523,170,488,161,0,14,0,14,55,48,0,14,386,151,13,17,0,14,0,14,34,47,0,14,35,48,47,51.9,0,19.8,89,68.62,474,158,474,158,0,14,0,14,53,48,0,14,370,149,16,17,0,14,0,14,35,47,0,14,0,14,51,51.9,0,19.8,88,68.62
370810105002,"Block Group 2, Census Tract 105, Guilford County, North Carolina",North Carolina,Guilford County,37,081,000105,2,781,307,729,296,0,14,0,14,0,14,0,14,722,295,7,9,0,14,0,14,0,14,0,14,52,78,7,21.75,0,19.8,0,24.25,604,173,580,173,0,14,0,14,4,2,0,14,571,172,5,9,0,14,0,14,0,14,0,14,24,27,5,21.75,0,19.8,4,19.9
370810105003,"Block Group 3, Census Tract 105, Guilford County, North Carolina",North Carolina,Guilford County,37,081,000105,3,657,194,657,194,0,14,59,90,4,13,0,14,588,198,6,11,0,14,0,14,0,14,0,14,0,14,6,22.65,59,91.08,4,23.69,547,164,547,164,0,14,57,90,13,13,0,14,472,158,5,9,0,14,0,14,0,14,0,14,0,14,5,21.75,57,91.08,13,23.69
370810106011,"Block Group 1, Census Tract 106.01, Guilford County, North Carolina",North Carolina,Guilford County,37,081,010601,1,1131,273,1131,273,0,14,0,14,85,67,0,14,876,220,11,15,0,14,111,151,0,14,48,53,0,14,11,24.84,0,19.8,196,165.79,942,204,942,204,0,14,0,14,82,67,0,14,809,211,11,15,0,14,0,14,0,14,40,53,0,14,11,24.84,0,19.8,82,69.86
370810106012,"Block Group 2, Census Tract 106.01, Guilford County, North Carolina",North Carolina,Guilford County,37,081,010601,2,1482,282,1414,270,0,14,0,14,163,158,0,14,1218,246,0,14,9,25,24,23,0,14,0,14,68,78,0,24.25,9,28.65,187,160.28,1351,245,1309,243,0,14,0,14,152,152,0,14,1119,226,0,14,14,25,24,23,0,14,0,14,42,42,0,24.25,14,28.65,176,154.37
370810106021,"Block Group 1, Census Tract 106.02, Guilford County, North Carolina",North Carolina,Guilford County,37,081,010602,1,617,276,617,272,0,14,0,14,0,14,0,14,617,272,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,0,24.25,527,163,527,163,0,14,0,14,0,14,0,14,527,163,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,0,24.25
370810106022,"Block Group 2, Census Tract 106.02, Guilford County, North Carolina",North Carolina,Guilford County,37,081,010602,2,1513,725,1433,733,0,14,9,21,491,436,0,14,902,714,15,36,0,14,16,30,0,14,0,14,80,88,15,41.09,9,25.24,507,437.26,1359,582,1280,588,0,14,7,21,470,433,0,14,766,549,15,36,0,14,15,30,0,14,7,12,79,88,15,41.09,7,25.24,485,434.26
370810106023,"Block Group 3, Census Tract 106.02, Guilford County, North Carolina",North Carolina,Guilford County,37,081,010602,3,1889,624,1629,548,0,14,14,22,926,506,0,14,650,177,0,14,0,14,27,48,5,12,7,18,260,211,5,23.15,14,26.08,958,508.41,1822,595,1631,548,0,14,15,22,925,506,0,14,650,177,0,14,0,14,28,48,5,12,8,18,191,141,5,23.15,15,26.08,958,508.41
370810106024,"Block Group 4, Census Tract 106.02, Guilford County, North Carolina",North Carolina,Guilford County,37,081,010602,4,1566,1065,994,593,7,17,0,14,151,176,0,14,836,539,0,14,0,14,0,14,0,14,0,14,572,677,7,26.1,0,19.8,151,177.11,1287,781,992,593,9,17,0,14,150,176,0,14,833,539,0,14,0,14,0,14,0,14,0,14,295,321,9,26.1,0,19.8,150,177.11
370810107011,"Block Group 1, Census Tract 107.01, Guilford County, North Carolina",North Carolina,Guilford County,37,081,010701,1,988,241,947,242,0,14,59,72,160,88,0,14,695,246,0,14,33,34,0,14,0,14,0,14,41,35,0,24.25,92,79.62,160,90.2,817,201,775,201,0,14,16,16,155,89,0,14,576,207,4,18,24,22,0,14,0,14,0,14,42,35,4,26.76,40,27.2,155,91.18
370810107012,"Block Group 2, Census Tract 107.01, Guilford County, North Carolina",North Carolina,Guilford County,37,081,010701,2,689,139,630,135,0,14,8,25,25,26,0,14,543,135,0,14,26,29,13,17,15,20,0,14,59,49,15,28.14,34,38.29,53,36.95,626,120,579,119,0,14,12,25,20,25,0,14,500,119,0,14,24,29,10,17,13,20,0,14,47,42,13,28.14,36,38.29,43,36.25
370810107021,"Block Group 1, Census Tract 107.02, Guilford County, North Carolina",North Carolina,Guilford County,37,081,010702,1,2867,822,2686,773,0,14,150,162,1023,347,0,14,1451,641,14,24,26,31,17,30,0,14,5,7,181,108,14,31.11,176,164.94,1040,348.58,2859,822,2677,772,0,14,142,162,1018,347,0,14,1453,641,13,23,28,30,16,30,0,14,7,7,182,108,13,30.35,170,164.75,1034,348.58
370810107022,"Block Group 2, Census Tract 107.02, Guilford County, North Carolina",North Carolina,Guilford County,37,081,010702,2,3722,798,3420,736,0,14,129,88,1201,312,0,14,1834,447,40,45,40,57,103,58,17,27,56,58,302,133,57,54.31,169,104.85,1321,318.49,3688,796,3397,736,0,14,127,88,1194,312,0,14,1831,447,38,43,34,49,103,58,14,27,56,58,291,129,52,52.67,161,100.72,1311,318.49
370810108001,"Block Group 1, Census Tract 108, Guilford County, North Carolina",North Carolina,Guilford County,37,081,000108,1,874,334,874,334,10,26,0,14,17,30,0,14,847,336,0,14,0,14,0,14,0,14,0,14,0,14,10,32.68,0,19.8,17,35.94,777,320,773,320,9,26,0,14,15,30,0,14,749,323,0,14,0,14,0,14,0,14,0,14,4,8,9,32.68,0,19.8,15,35.94
370810108002,"Block Group 2, Census Tract 108, Guilford County, North Carolina",North Carolina,Guilford County,37,081,000108,2,325,113,325,113,0,14,0,14,89,16,0,14,236,109,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,89,25.46,329,113,329,113,0,14,4,8,88,16,0,14,237,109,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,4,16.12,88,25.46
370810108003,"Block Group 3, Census Tract 108, Guilford County, North Carolina",North Carolina,Guilford County,37,081,000108,3,1827,338,1765,344,44,19,53,69,667,201,0,14,772,198,20,22,177,201,32,39,0,14,0,14,62,64,64,32.26,230,212.51,699,205.23,1614,238,1555,245,38,19,53,69,644,202,0,14,771,198,18,22,0,14,31,39,0,14,0,14,59,64,56,32.26,53,70.41,675,206.21
370810109001,"Block Group 1, Census Tract 109, Guilford County, North Carolina",North Carolina,Guilford County,37,081,000109,1,900,270,872,280,8,15,10,18,557,281,0,14,253,138,11,19,0,14,0,14,33,48,0,14,28,34,52,53.76,10,22.8,590,285.41,881,263,851,273,0,14,11,18,549,277,0,14,238,130,11,19,0,14,8,15,34,48,0,14,30,34,45,53.49,11,22.8,591,281.53
370810109002,"Block Group 2, Census Tract 109, Guilford County, North Carolina",North Carolina,Guilford County,37,081,000109,2,1037,301,991,299,0,14,0,14,273,172,0,14,659,154,0,14,0,14,59,61,0,14,0,14,46,49,0,24.25,0,19.8,332,183.03,955,259,906,259,0,14,0,14,267,172,0,14,635,153,4,2,0,14,0,14,0,14,0,14,49,49,4,19.9,0,19.8,267,173.14
370810110001,"Block Group 1, Census Tract 110, Guilford County, North Carolina",North Carolina,Guilford County,37,081,000110,1,701,281,609,250,0,14,0,14,430,221,0,14,88,53,0,14,0,14,91,96,0,14,0,14,92,147,0,24.25,0,19.8,521,241.36,491,174,461,170,8,5,0,14,323,146,0,14,90,53,0,14,0,14,40,59,0,14,0,14,30,56,8,20.42,0,19.8,363,158.09
370810110002,"Block Group 2, Census Tract 110, Guilford County, North Carolina",North Carolina,Guilford County,37,081,000110,2,4087,237,3900,284,0,14,86,62,2569,522,0,14,1123,370,36,45,15,29,39,38,22,43,10,18,187,125,58,63.8,101,68.45,2630,525.14,3933,218,3747,270,0,14,87,62,2429,529,0,14,1108,376,39,45,13,29,40,38,23,43,8,18,186,125,62,63.8,100,68.45,2492,532.1
370810111011,"Block Group 1, Census Tract 111.01, Guilford County, North Carolina",North Carolina,Guilford County,37,081,011101,1,269,185,241,184,0,14,0,14,231,184,0,14,10,7,0,14,0,14,0,14,0,14,0,14,28,41,0,24.25,0,19.8,231,185.06,214,121,188,117,0,14,0,14,188,117,0,14,0,14,0,14,0,14,0,14,0,14,0,14,26,41,0,24.25,0,19.8,188,118.66
370810111012,"Block Group 2, Census Tract 111.01, Guilford County, North Carolina",North Carolina,Guilford County,37,081,011101,2,816,316,816,316,0,14,0,14,816,316,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,816,316.62,572,226,572,226,0,14,0,14,572,226,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,572,226.87
370810111013,"Block Group 3, Census Tract 111.01, Guilford County, North Carolina",North Carolina,Guilford County,37,081,011101,3,503,180,503,180,0,14,0,14,498,180,0,14,0,14,0,14,0,14,0,14,5,9,0,14,0,14,5,21.75,0,19.8,503,180.77,447,158,447,158,0,14,0,14,447,158,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,447,159.24
370810111014,"Block Group 4, Census Tract 111.01, Guilford County, North Carolina",North Carolina,Guilford County,37,081,011101,4,1955,572,1771,570,0,14,105,100,1536,567,0,14,117,116,0,14,0,14,0,14,0,14,13,26,184,256,0,24.25,105,100.98,1536,567.35,1270,359,1248,364,0,14,35,32,1098,376,0,14,102,90,0,14,0,14,0,14,0,14,13,26,22,32,0,24.25,35,34.93,1098,376.52
370810111021,"Block Group 1, Census Tract 111.02, Guilford County, North Carolina",North Carolina,Guilford County,37,081,011102,1,1975,712,1975,712,0,14,0,14,1880,729,0,14,95,144,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,1880,729.27,1295,348,1295,348,0,14,0,14,1266,356,0,14,29,48,0,14,0,14,0,14,0,14,0,14,0,14,0,24.25,0,19.8,1266,356.55
370810111022,"Block Group 2, Census Tract 111.02, Guilford County, North Carolina",North Carolina,Guilford County,37,081,011102,2,907,330,848,309,0,14,0,14,776,298,0,14,72,107,0,14,0,14,0,14,0,14,0,14,59,91,0,24.25,0,19.8,776,298.66,758,267,727,260,0,14,0,14,692,261,0,14,35,54,0,14,0,14,0,14,0,14,0,14,31,44,0,24.25,0,19.8,692,261.75
370810112011,"Block Group 1, Census Tract 112.01, Guilford County, North Carolina",North Carolina,Guilford County,37,081,011201,1,1964,493,1860,499,0,14,29,46,1236,427,0,14,511,272,0,14,0,14,26,27,58,109,0,14,104,63,58,110.78,29,48.08,1320,441.52,1898,464,1793,469,0,14,32,46,1186,413,0,14,510,272,0,14,0,14,22,27,43,79,0,14,105,63,43,81.44,32,48.08,1251,421.35
